_id,OBJECTID,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,SEPA_LOWORDER,SEPB_LOWORDER,ORIG_LOWORDER_INFRA,DIR_HIGHORDER,INFRA_HIGHORDER,SEPA_HIGHORDER,SEPB_HIGHORDER,ORIG_HIGHORDER,BYLAWED,EDITOR,LAST_EDIT_DATE,UPGRADE_DESCRIPTION,CONVERTED,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,276,276,2001,0, ,Glendora Park Trl,Sheppard Ave E,Willowdale Ave, , , , , ,Multi-Use Trail - Existing Connector, , , , ,Multi-Use Trail - Existing Connector, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4040683012914, 43.7630378924139], [-79.4040148598927, 43.7629207781643], [-79.4039973828539, 43.7628989986258], [-79.4039836522268, 43.7628799495903], [-79.403961159907, 43.7628645116668], [-79.403934880377, 43.7628563345104], [-79.4038935928315, 43.7628590181585], [-79.4038598105153, 43.7628671448193], [-79.4038347803793, 43.762869851121], [-79.4038085002175, 43.7628698290067], [-79.4037622270582, 43.76285256179], [-79.4037334963996, 43.7628316818543], [-79.4037034865294, 43.7628108008335], [-79.4036622513934, 43.7627808371514], [-79.4036309937793, 43.7627635825365], [-79.4035934847035, 43.7627490409975], [-79.4035472058714, 43.7627354011654], [-79.4034771710871, 43.7627199230162], [-79.4034421467531, 43.7627126474806], [-79.4034096370581, 43.7627017375813], [-79.4033821368884, 43.7626881135502], [-79.4033033747954, 43.7626472355788], [-79.402700869865, 43.7622794669737], [-79.4023133515646, 43.7620510824304], [-79.4022558509663, 43.762019295096], [-79.402207101786, 43.7619902335784], [-79.4021458698033, 43.7619466604454], [-79.4020558982517, 43.761873133717], [-79.4018925376161, 43.7617402081374], [-79.4018160106185, 43.7616629932701], [-79.4016960764241, 43.7615486381409], [-79.4015948668537, 43.7614596823484], [-79.4015386299748, 43.7614151950658], [-79.4014898756803, 43.7613897607124], [-79.4014498582765, 43.7613833803796], [-79.4014198236366, 43.7613860728369], [-79.4013873378573, 43.7613915085329], [-79.4013297254043, 43.7613982367042], [-79.401263398183, 43.7614027160232], [-79.4012183653235, 43.7614026771122], [-79.4011745848527, 43.7613962934308], [-79.4011282986609, 43.7613880893256], [-79.401087031428, 43.7613789804255], [-79.40103825642, 43.7613662465338], [-79.4009894889289, 43.7613489670293], [-79.4009519798779, 43.7613353337397], [-79.4009269637226, 43.7613298753423], [-79.4008856935737, 43.7613225756052], [-79.4008281614818, 43.7613107341481], [-79.4007843796174, 43.7613052594356], [-79.4007180595531, 43.7612979378905], [-79.4006780362921, 43.7612951847601], [-79.4006392583976, 43.7612978694141], [-79.4005779152419, 43.7613150443394], [-79.4005241012154, 43.7613304165466], [-79.4004590103433, 43.7613457699068], [-79.4003851637448, 43.7613611155992], [-79.4002750429707, 43.7613746203618], [-79.4002162369907, 43.7613745690379], [-79.4001299020326, 43.7613790212291], [-79.4000085363847, 43.7613807243562], [-79.3998760069915, 43.7613890694514], [-79.3997094812965, 43.7613999499055], [-79.3995856056351, 43.761409814456], [-79.399421668149, 43.7614250803417], [-79.3993516025073, 43.7614295552615], [-79.3992877884072, 43.761431308288], [-79.3991751630977, 43.7614420914259], [-79.3989686827264, 43.761460946603], [-79.3988172497954, 43.7614771317938], [-79.3987033731985, 43.7614933500748], [-79.3986708282935, 43.7615042036596], [-79.3986607860665, 43.7615232412637], [-79.3986519691163, 43.7615595082212], [-79.3986365342788, 43.7616241860495]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,277,2001,0, ,Humber River Recreational Trl,Armel Crt,Weston Rd Albion Rd Ramp, , , , , ,Multi-Use Trail - Boulevard, , , , ,Multi-Use Trail - Boulevard, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.5390174163409, 43.7178127151525], [-79.5391926283448, 43.7178528908179], [-79.5393659664151, 43.7179117354617], [-79.5395768065502, 43.7179852839142], [-79.5398423003453, 43.7180735299901], [-79.5401078050603, 43.7181583729702], [-79.5403311380366, 43.7182409799065], [-79.5404951316619, 43.718297539812], [-79.5406366835883, 43.7183485896937], [-79.5407316453085, 43.7183795652131], [-79.540805841193, 43.7184060384405], [-79.5408933456428, 43.7184389337543], [-79.5409819428712, 43.7184726387218], [-79.5410672282145, 43.7185087481452], [-79.5411968274185, 43.7185745546794], [-79.5413186719381, 43.7186427852064], [-79.5414394138386, 43.7187134103358], [-79.5415524145635, 43.7187880617113], [-79.5416100960622, 43.7188193380848], [-79.542416777152, 43.7192960179583], [-79.542760470398, 43.7195262049376], [-79.5430741162839, 43.7197170847343], [-79.5432608027217, 43.7198242461401], [-79.5433441740255, 43.7198691758066], [-79.5434132990096, 43.7198986376726], [-79.5435037792943, 43.7199398740088], [-79.5438271236349, 43.7201321342263], [-79.5438805023814, 43.7201652833565], [-79.5439629336278, 43.7202132733551], [-79.5441293359426, 43.7203098916669], [-79.5443165376317, 43.7204206876434], [-79.5443764951247, 43.7204543740645], [-79.5444083097528, 43.7204783050345], [-79.5444450156556, 43.7205040163415], [-79.5445221234756, 43.7205687413278], [-79.5446212434449, 43.7206432150257], [-79.5447142417172, 43.7207132534153], [-79.5448907759793, 43.7208457006217], [-79.5449345649246, 43.7208825165299], [-79.5450109085001, 43.7209363139656], [-79.5450903956284, 43.7209946557408], [-79.5452211247785, 43.7210976954062], [-79.5452974785949, 43.7211643824334], [-79.545384288486, 43.7212386443094], [-79.5454470478559, 43.72129926979], [-79.5455024707742, 43.7213250183165], [-79.5455775165237, 43.7213680863974]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,278,2001,0, ,Kay Gardiner Beltline Trl,Chaplin Cres,Forest Hill Rd, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4141800126466, 43.700374051328], [-79.4142951098795, 43.7004183519795], [-79.4144339536362, 43.7007333658301], [-79.4145207247302, 43.7010585210149], [-79.4146034164549, 43.70131260796], [-79.4146186448622, 43.7013528190536], [-79.4146377005718, 43.7013888654105], [-79.4147053706866, 43.7015011978935], [-79.4147396746712, 43.7015636023559], [-79.4147453812054, 43.7015816271746], [-79.4147463198545, 43.7015934105501], [-79.4147462943191, 43.7016114310933], [-79.4147405298324, 43.7016342990459], [-79.4147338060529, 43.701659947678], [-79.414708377285, 43.7017171138368]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,279,279,2001,0, ,Birkdale Ravine Trl,Birkdale Ravine Trl Branch,Pomeroy St, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.2603205884977, 43.7602018957031], [-79.260351991183, 43.7603339459116], [-79.2604000364864, 43.7604907212445], [-79.2604168268744, 43.76053751759], [-79.2604864191843, 43.7606820424285], [-79.2605280055397, 43.7607551291639], [-79.2605347301325, 43.7607723715177], [-79.2605346202765, 43.7607999149082], [-79.2605346156453, 43.7608010760512], [-79.2604939303487, 43.7607854097549], [-79.2603720179882, 43.7607055927657], [-79.2600333892613, 43.7604735608971], [-79.2599284072999, 43.7603995217301], [-79.2598458100511, 43.7602962846551]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,280,280,2001,0, ,Birkdale Ravine Trl,Birkdale Ravine Trl Branch,Waterfield Dr, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.2639470192362, 43.7642165525718], [-79.2640050585771, 43.7643269908599], [-79.2641496025822, 43.7646084860046], [-79.2641686297669, 43.7646275627557], [-79.2641912565666, 43.76464404559], [-79.2642365793366, 43.7646562456718], [-79.2643566193776, 43.7646626770299], [-79.2644573529055, 43.7646800499126], [-79.2645098590605, 43.7646879441243], [-79.2645789150269, 43.764713262676]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,281,2001,0, ,Birkdale Ravine Trl,Birkdale Ravine Trl Branch,Applefield Dr, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.2620459207417, 43.7632081329293], [-79.2621933199277, 43.7630072723432], [-79.2622832003177, 43.762869651251], [-79.2623728420086, 43.7628330228294], [-79.26246828037, 43.7628034903129], [-79.2625548321963, 43.7627755594678], [-79.2626280536992, 43.7627580332411], [-79.2626646520151, 43.7627492700843], [-79.2627168397542, 43.7627398281878]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,282,282,2001,0, ,Cedarvale Park Trl,Durham Ave,Markdale Ave, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4300509885474, 43.6937225895048], [-79.4301061125388, 43.69366361075], [-79.4301943698566, 43.6935738587843], [-79.4302962055673, 43.6934779581456], [-79.4303539186034, 43.6934324827869], [-79.4304150086822, 43.693384534099], [-79.4305066187502, 43.6933341465836], [-79.430565661202, 43.6933081507234], [-79.4306864482289, 43.693257978811], [-79.430759378966, 43.6932260504175], [-79.4308408157977, 43.6931867280609], [-79.4309001969254, 43.693157230729], [-79.4309459955387, 43.6931265099871], [-79.4309918316216, 43.6930847086569], [-79.4310274800524, 43.6930453585146], [-79.431153130479, 43.6928854992757], [-79.4311786077524, 43.6928449187824], [-79.4312024063219, 43.6927969472105], [-79.4312194018406, 43.6927532831598], [-79.431241488172, 43.6927163821403], [-79.4312720582594, 43.6926807193949], [-79.4313110999154, 43.6926352233175], [-79.4313620257144, 43.6925897433643], [-79.4314044676799, 43.6925430161186], [-79.4314689566531, 43.6924827641299], [-79.4315674224829, 43.6923905508504], [-79.4316522667852, 43.6923204815271], [-79.4316827988872, 43.6923069618317], [-79.4317150386916, 43.6922971426804], [-79.4317370840807, 43.6922959226702], [-79.4317743864317, 43.6922959449405], [-79.4318184730146, 43.6922972044227], [-79.4319286360202, 43.692336650743], [-79.4324349747633, 43.6925279136135], [-79.4324752311922, 43.6925487213898], [-79.4324886066762, 43.6925795407207], [-79.4324963837776, 43.69261359721], [-79.4324829127738, 43.6926679120645], [-79.4324716971065, 43.6927133079669], [-79.4324705372916, 43.6927408782455], [-79.4324749901211, 43.6927635821395], [-79.4325028949548, 43.6927919797003], [-79.4325241031112, 43.6928073934353], [-79.4325620813919, 43.6928244462956], [-79.4326134583083, 43.6928406969263], [-79.4326737812873, 43.6928553235692], [-79.4327910921089, 43.6928829635669], [-79.4328391142829, 43.6929040728221], [-79.4328776841296, 43.692935870044]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,283,283,2001,0, ,Duncan Creek Trl,Aspenwood Dr,Cliffwood Rd, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3605749594599, 43.8055383185303], [-79.3607051789475, 43.8055467943442], [-79.3607568382429, 43.8055495306253], [-79.3607937696784, 43.8055415556208], [-79.3608676510943, 43.8055122479441], [-79.3609692263127, 43.8054762860833], [-79.3610781839963, 43.8054456797681], [-79.3611945334103, 43.805411067829], [-79.3613514896231, 43.80536447955], [-79.3615213959999, 43.8053125690855], [-79.3616266556694, 43.8052846310969], [-79.3616949871065, 43.8052579804945], [-79.3617818057116, 43.8052233322166], [-79.3618335171417, 43.8052033492589], [-79.3618759912159, 43.8051900339421], [-79.361905536675, 43.8051833908176], [-79.3619489293517, 43.8051813369789], [-79.3619752745973, 43.8052205146492], [-79.3619890125533, 43.8052833680254], [-79.3620111971254, 43.805445504896], [-79.3620265970625, 43.8055422944749], [-79.3620385517672, 43.805623994023], [-79.3620522589561, 43.8057056866829], [-79.3620728030103, 43.8058301248824], [-79.3621123008011, 43.8060086286338], [-79.3621346073435, 43.8061179920761], [-79.3621500741154, 43.8061858791311], [-79.3621569263956, 43.8062273555271], [-79.3621603882275, 43.806229871013], [-79.3621826371392, 43.8063643744825], [-79.3621963149014, 43.8064536190132], [-79.3622048803979, 43.8065013802472], [-79.3622186535601, 43.8065491477583], [-79.3622358836938, 43.8066069736778], [-79.3622566008131, 43.8066509870882], [-79.3622790675481, 43.8066962537575], [-79.3622997702971, 43.8067465499189], [-79.3623272995615, 43.8068496368252], [-79.3623892744125, 43.8070696266467], [-79.3624340653288, 43.8072116821168], [-79.3624547280057, 43.8072795753716], [-79.3624646488708, 43.8073488778715]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,284,284,2001,0, ,Duncarin Park Trl,Berkinshaw Cres,Don Mills Rd, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3471430130633, 43.7431084766572], [-79.3468798589527, 43.7431685315705], [-79.3467460843192, 43.7431960490154], [-79.3465072159331, 43.743236116932], [-79.3464307894104, 43.7432440793602], [-79.3463734699035, 43.7432474678002], [-79.3463289101296, 43.7432474079001], [-79.3463129867664, 43.743245073179], [-79.346276391323, 43.7432427196564], [-79.3462302447019, 43.7432368878061], [-79.3461570503162, 43.7432287062233], [-79.3458958155345, 43.74315947703], [-79.3456383193212, 43.74308025194], [-79.3455310707664, 43.7430472616232], [-79.3454697878725, 43.7430276551549], [-79.3454264288189, 43.7430145807718], [-79.3453920490429, 43.7430004383729], [-79.3453726437654, 43.742990645806], [-79.3453576956701, 43.7429808682676], [-79.3453442470859, 43.7429721729017], [-79.3453263332549, 43.7429569546133], [-79.345314421701, 43.7429395931552], [-79.3453054843316, 43.7429243960125], [-79.3452133227259, 43.7426932460922], [-79.3451077804603, 43.7424273872767], [-79.3450959026568, 43.7423970010829], [-79.3450810162852, 43.7423633613716], [-79.3450691065243, 43.7423405631551], [-79.3450154453076, 43.7422689127483], [-79.3449707146221, 43.7422102721826], [-79.3449587741319, 43.742199409523], [-79.3447976039639, 43.7421964814254]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,285,285,2001,0, ,East Don River Trl,East Don River Trl Branch,East Don River Trl Branch, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3755469064075, 43.788092647454], [-79.3754191873575, 43.7881597738481], [-79.3751663738492, 43.7883280353879], [-79.3751001283774, 43.7883734907909], [-79.3749831097454, 43.7884508356824], [-79.3748958987102, 43.7885042700465], [-79.3748142300391, 43.7885513016012], [-79.374755725007, 43.788584793762], [-79.3747170911102, 43.7886047159522], [-79.3746795746965, 43.7886190496455], [-79.3746442732548, 43.7886317925538], [-79.3746034467165, 43.7886485258963], [-79.3745652806061, 43.7886645510538], [-79.3744888870714, 43.7886902464571], [-79.3744177345347, 43.7887170547084], [-79.3743630794426, 43.7887393804807], [-79.374265125818, 43.788772117928], [-79.3742115065641, 43.7887922214851], [-79.3741836617327, 43.7888041353509], [-79.3741671641366, 43.788814567514], [-79.3741630170809, 43.7888250132734], [-79.374162996724, 43.7888347164815], [-79.3741953480545, 43.7889608850899]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,286,286,2001,0, ,East Don River Trl,East Don River Trl Branch,Adra Villaway, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3667122260774, 43.775667927568], [-79.3667230814748, 43.7757022886615], [-79.3667102568842, 43.7757379453115], [-79.3667010889684, 43.7757603925188], [-79.3666718595651, 43.7757881000068], [-79.3665621477606, 43.7759319725589], [-79.3665474250014, 43.775949696659], [-79.3665457060823, 43.7759517739203], [-79.3665329218231, 43.7759636405257], [-79.3665092080535, 43.7759689055146], [-79.3665000811784, 43.7759728553655], [-79.3664836446901, 43.7759847267005], [-79.3664598662477, 43.7760190473533], [-79.3663849317164, 43.7761706563504]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287,287,2001,0, ,Etobicoke Creek Trl,Etobicoke Creek Trl Branch,Westhead Rd, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.5544864287427, 43.6001498556587], [-79.5541153024026, 43.6000418976273], [-79.5539297269159, 43.5999805054783], [-79.5537019356322, 43.5999006259029], [-79.5536238402323, 43.5998721369939], [-79.5535565564918, 43.5998558759254], [-79.5534841651718, 43.599848501629], [-79.5534291204008, 43.5998477892491], [-79.5533638844428, 43.5998500520756], [-79.5533098775307, 43.599860446932], [-79.5532334347092, 43.5998797546371], [-79.5529847801947, 43.5999480290593], [-79.5529365646413, 43.5999807176238]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
